"","X","obs","point","species","distance","round","impound","area","region","lat","long","month","day","year","night","odate","time","flush_walk","treat"
"4997",4997,"L","LB252","sora",0,3,"pool3","fgca","nc",39.69055301,-93.29920996,9,24,2012,1,267,NA,NA,NA
"4998",4998,"L","LB253","sora",4,3,"pool3","fgca","nc",39.69054999,-93.29926402,9,24,2012,1,267,NA,NA,NA
"4999",4999,"L","LB255","sora",0,3,"pool3","fgca","nc",39.69052099,-93.29918498,9,24,2012,1,267,NA,NA,NA
"5000",5000,"L","LB254","sora",0,3,"pool3","fgca","nc",39.69051998,-93.29918398,9,24,2012,1,267,NA,NA,NA
"5001",5001,"L","LB256","sora",2,3,"pool3","fgca","nc",39.69042602,-93.29915497,9,24,2012,1,267,NA,NA,NA
"5002",5002,"L","LB257","sora",0,3,"pool3","fgca","nc",39.690236,-93.29907199,9,24,2012,1,267,NA,NA,NA
"5003",5003,"L","LB258","sora",2,3,"pool3","fgca","nc",39.69014699,-93.29899496,9,24,2012,1,267,NA,NA,NA
"5004",5004,"L","LB260","sora",0,3,"pool3","fgca","nc",39.68999201,-93.29895297,9,24,2012,1,267,NA,NA,NA
"5005",5005,"L","LB259","sora",0,3,"pool3","fgca","nc",39.68998999,-93.29895297,9,24,2012,1,267,NA,NA,NA
"5006",5006,"L","LB261","sora",0,3,"pool3","fgca","nc",39.68991699,-93.29893101,9,24,2012,1,267,NA,NA,NA
"5007",5007,"L","LB262","sora",0,3,"pool3","fgca","nc",39.689804,-93.29889396,9,24,2012,1,267,NA,NA,NA
"5008",5008,"L","LB263","sora",1,3,"pool3","fgca","nc",39.68961398,-93.29886999,9,24,2012,1,267,NA,NA,NA
"5009",5009,"L","LB265","sora",0,3,"pool3","fgca","nc",39.68947199,-93.29886999,9,24,2012,1,267,NA,NA,NA
"5010",5010,"L","LB264","sora",0,3,"pool3","fgca","nc",39.68946897,-93.29886597,9,24,2012,1,267,NA,NA,NA
"5011",5011,"L","LB266","sora",0,3,"pool3","fgca","nc",39.68940603,-93.29886404,9,24,2012,1,267,NA,NA,NA
"5012",5012,"L","LB268","sora",1,3,"pool3","fgca","nc",39.689402,-93.29886303,9,24,2012,1,267,NA,NA,NA
"5013",5013,"L","LB267","sora",0,3,"pool3","fgca","nc",39.689401,-93.29886203,9,24,2012,1,267,NA,NA,NA
"5014",5014,"L","LB269","sora",1,3,"pool3","fgca","nc",39.68917603,-93.29883202,9,24,2012,1,267,NA,NA,NA
"5015",5015,"L","LB270","sora",1,3,"pool3","fgca","nc",39.68913596,-93.29887703,9,24,2012,1,267,NA,NA,NA
"5016",5016,"L","LB271","sora",0,3,"pool3","fgca","nc",39.68913102,-93.29887804,9,24,2012,1,267,NA,NA,NA
"5017",5017,"L","LB272","sora",1,3,"pool3","fgca","nc",39.689071,-93.298886,9,24,2012,1,267,NA,NA,NA
"5018",5018,"L","LB273","sora",0,3,"pool3","fgca","nc",39.688913,-93.29895004,9,24,2012,1,267,NA,NA,NA
"5019",5019,"L","LB274","sora",0,3,"pool3","fgca","nc",39.68872399,-93.29905196,9,24,2012,1,267,NA,NA,NA
"5020",5020,"L","LB275","sora",0,3,"pool3","fgca","nc",39.68866699,-93.29910301,9,24,2012,1,267,NA,NA,NA
"5021",5021,"L","LB276","sora",1,3,"pool3","fgca","nc",39.68853699,-93.299202,9,24,2012,1,267,NA,NA,NA
"5022",5022,"L","LB277","sora",2,3,"pool3","fgca","nc",39.68853598,-93.299203,9,24,2012,1,267,NA,NA,NA
"5023",5023,"L","LB278","sora",0,3,"pool3","fgca","nc",39.68849299,-93.29928104,9,24,2012,1,267,NA,NA,NA
"5024",5024,"M","MB054","sora",4,1,"r4/5","osca","se",36.69849403,-90.11065696,8,28,2012,1,240,NA,NA,NA
"5025",5025,"M","MB051","sora",1,1,"r4/5","osca","se",36.695037,-90.10676701,8,28,2012,1,240,NA,NA,NA
"5026",5026,"M","MB053","sora",0,1,"r4/5","osca","se",36.69231297,-90.10867397,8,28,2012,1,240,NA,NA,NA
"5027",5027,"M","MB052","sora",0,1,"r4/5","osca","se",36.69196201,-90.10871496,8,28,2012,1,240,NA,NA,NA
"5028",5028,"L","LB032","sora",0,1,"r8","osca","se",36.69078997,-90.11360899,8,28,2012,1,240,NA,NA,NA
"5029",5029,"A","AV012","sora",0,1,"r9","osca","se",36.69245529,-90.10859376,8,28,2012,1,240,NA,NA,NA
"5030",5030,"J","JL110","sora",4.5,2,"redhead","nvca","nw",40.09350101,-95.07226101,9,1,2012,1,244,NA,NA,NA
"5031",5031,"J","JL119","sora",1,2,"redhead","nvca","nw",40.09350101,-95.07079401,9,1,2012,1,244,NA,NA,NA
"5032",5032,"J","JL108","sora",1.5,2,"redhead","nvca","nw",40.09329499,-95.07227199,9,1,2012,1,244,NA,NA,NA
"5033",5033,"J","JL109","sora",1.5,2,"redhead","nvca","nw",40.09329499,-95.07226302,9,1,2012,1,244,NA,NA,NA
"5034",5034,"J","JL120","sora",3.5,2,"redhead","nvca","nw",40.09323103,-95.07040098,9,1,2012,1,244,NA,NA,NA
"5035",5035,"J","JL121","sora",3.5,2,"redhead","nvca","nw",40.09323103,-95.07040802,9,1,2012,1,244,NA,NA,NA
"5036",5036,"J","JL111","sora",1.5,2,"redhead","nvca","nw",40.09317202,-95.07205004,9,1,2012,1,244,NA,NA,NA
"5037",5037,"J","JL112","sora",1.5,2,"redhead","nvca","nw",40.09316498,-95.07204803,9,1,2012,1,244,NA,NA,NA
"5038",5038,"M","MB001","sora",0,1,"redhead","nvca","nw",40.09310304,-95.07027903,8,16,2012,1,228,NA,NA,NA
"5039",5039,"J","JL113","sora",4,2,"redhead","nvca","nw",40.09302299,-95.07202598,9,1,2012,1,244,NA,NA,NA
"5040",5040,"J","JL114","sora",4,2,"redhead","nvca","nw",40.09302199,-95.07202598,9,1,2012,1,244,NA,NA,NA
"5041",5041,"M","MB002","sora",0,1,"redhead","nvca","nw",40.09291898,-95.07114898,8,16,2012,1,228,NA,NA,NA
"5042",5042,"J","JL122","sora",0,2,"redhead","nvca","nw",40.09286198,-95.07111101,9,1,2012,1,244,NA,NA,NA
"5043",5043,"J","JL107","sora",1,2,"redhead","nvca","nw",40.09282501,-95.07222597,9,1,2012,1,244,NA,NA,NA
"5044",5044,"J","JL115","sora",0,2,"redhead","nvca","nw",40.09272602,-95.071943,9,1,2012,1,244,NA,NA,NA
"5045",5045,"J","JL116","sora",8,2,"redhead","nvca","nw",40.09271597,-95.07203797,9,1,2012,1,244,NA,NA,NA
"5046",5046,"J","JL101","sora",3,2,"redhead","nvca","nw",40.09265201,-95.07260098,9,1,2012,1,244,NA,NA,NA
"5047",5047,"J","JL117","sora",0.5,2,"redhead","nvca","nw",40.09246702,-95.07195599,9,1,2012,1,244,NA,NA,NA
"5048",5048,"J","JL002","sora",0,1,"redhead","nvca","nw",40.09237398,-95.07105997,8,16,2012,1,228,NA,NA,NA
"5049",5049,"J","JL123","sora",7,2,"redhead","nvca","nw",40.092348,-95.07127899,9,1,2012,1,244,NA,NA,NA
"5050",5050,"J","JL106","sora",0.5,2,"redhead","nvca","nw",40.09232998,-95.07223302,9,1,2012,1,244,NA,NA,NA
"5051",5051,"J","JL118","sora",0,2,"redhead","nvca","nw",40.09225303,-95.07178802,9,1,2012,1,244,NA,NA,NA
"5052",5052,"J","JL001","sora",0,1,"redhead","nvca","nw",40.09222898,-95.07101697,8,16,2012,1,228,NA,NA,NA
"5053",5053,"J","JL105","sora",0.5,2,"redhead","nvca","nw",40.09183503,-95.07210402,9,1,2012,1,244,NA,NA,NA
"5054",5054,"J","JL104","sora",0.5,2,"redhead","nvca","nw",40.09143203,-95.07200796,9,1,2012,1,244,NA,NA,NA
"5055",5055,"J","JL103","sora",3,2,"redhead","nvca","nw",40.09142599,-95.07203403,9,1,2012,1,244,NA,NA,NA
"5056",5056,"J","JL102","sora",2,2,"redhead","nvca","nw",40.09098703,-95.07196102,9,1,2012,1,244,NA,NA,NA
"5057",5057,"L","LB001","vira",0,1,"redhead","nvca","nw",40.09089299,-95.07258397,8,16,2012,1,228,NA,NA,NA
"5058",5058,"J","JL124","sora",3,2,"redhead","nvca","nw",40.09088301,-95.07118201,9,1,2012,1,244,NA,NA,NA
"5059",5059,"J","JL125","sora",6,2,"redhead","nvca","nw",40.090866,-95.07129801,9,1,2012,1,244,NA,NA,NA
"5060",5060,"J","JL126","sora",7,2,"redhead","nvca","nw",40.09084504,-95.07128301,9,1,2012,1,244,NA,NA,NA
"5061",5061,"J","JL127","sora",0,2,"redhead","nvca","nw",40.09073398,-95.07141503,9,1,2012,1,244,NA,NA,NA
"5062",5062,"J","JL005","sora",0,1,"redhead","nvca","nw",40.09009897,-95.04494699,8,16,2012,1,228,NA,NA,NA
"5063",5063,"J","JL006","sora",0,1,"redhead","nvca","nw",40.09007399,-95.04494397,8,16,2012,1,228,NA,NA,NA
"5064",5064,"M","MB056","sora",2,2,"redhead","nvca","nw",40.08990903,-95.07253703,9,1,2012,1,244,NA,NA,NA
"5065",5065,"M","MB061","sora",10,2,"redhead","nvca","nw",40.08990199,-95.07141402,9,1,2012,1,244,NA,NA,NA
"5066",5066,"M","MB057","sora",1,2,"redhead","nvca","nw",40.08981901,-95.07259101,9,1,2012,1,244,NA,NA,NA
"5067",5067,"M","MB058","sora",2,2,"redhead","nvca","nw",40.08970401,-95.07223704,9,1,2012,1,244,NA,NA,NA
"5068",5068,"M","MB062","sora",1,2,"redhead","nvca","nw",40.08903899,-95.07119198,9,1,2012,1,244,NA,NA,NA
"5069",5069,"M","MB064","sora",3,2,"redhead","nvca","nw",40.088911,-95.07073098,9,1,2012,1,244,NA,NA,NA
"5070",5070,"M","MB063","sora",7,2,"redhead","nvca","nw",40.08839903,-95.07102996,9,1,2012,1,244,NA,NA,NA
"5071",5071,"M","MB060","vira",4,2,"redhead","nvca","nw",40.08828102,-95.07145903,9,1,2012,1,244,NA,NA,NA
"5072",5072,"A","AV001","sora",0,1,"redhead","nvca","nw",40.088135,-95.07016302,8,16,2012,1,228,NA,NA,NA
"5073",5073,"M","MB065","sora",3,2,"redhead","nvca","nw",40.08780803,-95.07085,9,1,2012,1,244,NA,NA,NA
"5074",5074,"M","MB066","sora",3,2,"redhead","nvca","nw",40.087775,-95.07082402,9,1,2012,1,244,NA,NA,NA
"5075",5075,"M","MB055","vira",10,2,"redhead","nvca","nw",40.08729103,-95.074085,9,1,2012,1,244,NA,NA,NA
"5076",5076,"M","MB067","sora",3,2,"redhead","nvca","nw",40.08726597,-95.07086601,9,1,2012,1,244,NA,NA,NA
"5077",5077,"M","MB059","sora",0,2,"redhead","nvca","nw",40.08675601,-95.07213998,9,1,2012,1,244,NA,NA,NA
"5078",5078,"A","AV015","sora",0,2,"sanctuary","nvca","nw",40.09660601,-95.05092404,9,1,2012,1,244,NA,NA,NA
"5079",5079,"A","AV014","sora",0,2,"sanctuary","nvca","nw",40.09629504,-95.05092102,9,1,2012,1,244,NA,NA,NA
"5080",5080,"L","LB003","sora",0,1,"sanctuary","nvca","nw",40.09562901,-95.04914297,8,16,2012,1,228,NA,NA,NA
"5081",5081,"L","LB002","sora",0,1,"sanctuary","nvca","nw",40.09548702,-95.04879797,8,16,2012,1,228,NA,NA,NA
"5082",5082,"L","LB169","sora",0,3,"sanctuary","nvca","nw",40.09347897,-95.04992601,9,20,2012,1,263,NA,NA,NA
"5083",5083,"L","LB152","sora",0,3,"sanctuary","nvca","nw",40.09345701,-95.04954999,9,20,2012,1,263,NA,NA,NA
"5084",5084,"L","LB153","sora",0,3,"sanctuary","nvca","nw",40.09340798,-95.04954798,9,20,2012,1,263,NA,NA,NA
"5085",5085,"L","LB154","sora",2,3,"sanctuary","nvca","nw",40.09313699,-95.04948202,9,20,2012,1,263,NA,NA,NA
"5086",5086,"L","LB155","sora",0,3,"sanctuary","nvca","nw",40.09307798,-95.04946802,9,20,2012,1,263,NA,NA,NA
"5087",5087,"L","LB156","sora",2,3,"sanctuary","nvca","nw",40.092924,-95.04940599,9,20,2012,1,263,NA,NA,NA
"5088",5088,"L","LB157","sora",2,3,"sanctuary","nvca","nw",40.09291403,-95.04940197,9,20,2012,1,263,NA,NA,NA
"5089",5089,"L","LB158","sora",3,3,"sanctuary","nvca","nw",40.09276098,-95.04941798,9,20,2012,1,263,NA,NA,NA
"5090",5090,"L","LB159","sora",4,3,"sanctuary","nvca","nw",40.09263701,-95.04942703,9,20,2012,1,263,NA,NA,NA
"5091",5091,"L","LB160","sora",0,3,"sanctuary","nvca","nw",40.092435,-95.04939199,9,20,2012,1,263,NA,NA,NA
"5092",5092,"L","LB161","sora",0,3,"sanctuary","nvca","nw",40.09228396,-95.04937397,9,20,2012,1,263,NA,NA,NA
"5093",5093,"L","LB162","sora",0,3,"sanctuary","nvca","nw",40.09227801,-95.04937104,9,20,2012,1,263,NA,NA,NA
"5094",5094,"L","LB163","sora",3,3,"sanctuary","nvca","nw",40.092046,-95.04931698,9,20,2012,1,263,NA,NA,NA
"5095",5095,"L","LB164","sora",2,3,"sanctuary","nvca","nw",40.09148098,-95.04917901,9,20,2012,1,263,NA,NA,NA
"5096",5096,"L","LB165","sora",0,3,"sanctuary","nvca","nw",40.09134896,-95.04911103,9,20,2012,1,263,NA,NA,NA
"5097",5097,"L","LB166","sora",2,3,"sanctuary","nvca","nw",40.09088301,-95.04765904,9,20,2012,1,263,NA,NA,NA
"5098",5098,"L","LB168","yera",0,3,"sanctuary","nvca","nw",40.09082702,-95.04850301,9,20,2012,1,263,NA,NA,NA
"5099",5099,"L","LB167","sora",0,3,"sanctuary","nvca","nw",40.09080104,-95.04842598,9,20,2012,1,263,NA,NA,NA
"5100",5100,"A","AV013","sora",0,2,"sanctuary","nvca","nw",36.69244632,-90.10859409,9,1,2012,1,244,NA,NA,NA
"5101",5101,"M","MB075","sora",0,2,"sgb","scnwr","nw",40.09145298,-95.26559598,9,1,2012,1,244,NA,NA,NA
"5102",5102,"M","MB076","sora",8,2,"sgb","scnwr","nw",40.09142297,-95.26564501,9,1,2012,1,244,NA,NA,NA
"5103",5103,"M","MB077","sora",0,2,"sgb","scnwr","nw",40.09097999,-95.26563403,9,1,2012,1,244,NA,NA,NA
"5104",5104,"M","MB078","sora",1,2,"sgb","scnwr","nw",40.09093397,-95.26551702,9,1,2012,1,244,NA,NA,NA
"5105",5105,"M","MB079","sora",1,2,"sgb","scnwr","nw",40.09076902,-95.26526699,9,1,2012,1,244,NA,NA,NA
"5106",5106,"M","MB080","sora",0,2,"sgb","scnwr","nw",40.09074002,-95.26521703,9,1,2012,1,244,NA,NA,NA
"5107",5107,"M","MB081","sora",1,2,"sgb","scnwr","nw",40.09071998,-95.26518904,9,1,2012,1,244,NA,NA,NA
"5108",5108,"M","MB082","sora",0,2,"sgb","scnwr","nw",40.09061202,-95.26510396,9,1,2012,1,244,NA,NA,NA
"5109",5109,"M","MB083","sora",1,2,"sgb","scnwr","nw",40.09056802,-95.26507999,9,1,2012,1,244,NA,NA,NA
"5110",5110,"M","MB084","sora",2,2,"sgb","scnwr","nw",40.09056601,-95.26507697,9,1,2012,1,244,NA,NA,NA
"5111",5111,"M","MB082S1","sora",0,2,"sgb","scnwr","nw",40.09054396,-95.26507496,9,1,2012,1,244,NA,NA,NA
"5112",5112,"M","MB085","sora",3,2,"sgb","scnwr","nw",40.09053701,-95.26506599,9,1,2012,1,244,NA,NA,NA
"5113",5113,"M","MB087","sora",7,2,"sgb","scnwr","nw",40.09017298,-95.26483096,9,1,2012,1,244,NA,NA,NA
"5114",5114,"M","MB086","sora",7,2,"sgb","scnwr","nw",40.09017197,-95.26483004,9,1,2012,1,244,NA,NA,NA
"5115",5115,"M","MB074","sora",0,2,"sgb","scnwr","nw",40.08989202,-95.26323698,9,1,2012,1,244,NA,NA,NA
"5116",5116,"M","MB091","sora",2,2,"sgb","scnwr","nw",40.08988598,-95.26638597,9,1,2012,1,244,NA,NA,NA
"5117",5117,"M","MB073","sora",0,2,"sgb","scnwr","nw",40.08979202,-95.263011,9,1,2012,1,244,NA,NA,NA
"5118",5118,"M","MB072","sora",2,2,"sgb","scnwr","nw",40.08968096,-95.26269601,9,1,2012,1,244,NA,NA,NA
"5119",5119,"M","MB088","sora",5,2,"sgb","scnwr","nw",40.08959304,-95.26351903,9,1,2012,1,244,NA,NA,NA
"5120",5120,"M","MB090","sora",7,2,"sgb","scnwr","nw",40.08900999,-95.26491604,9,1,2012,1,244,NA,NA,NA
"5121",5121,"M","MB089","sora",6,2,"sgb","scnwr","nw",40.08899398,-95.26455201,9,1,2012,1,244,NA,NA,NA
"5122",5122,"L","LB123","sora",0,2,"ts11a","tsca","ne",39.527038,-91.14141597,9,11,2012,1,254,NA,NA,NA
"5123",5123,"L","LB122","sora",0,2,"ts11a","tsca","ne",39.52646401,-91.13600596,9,11,2012,1,254,NA,NA,NA
"5124",5124,"L","LB120","sora",2,2,"ts11a","tsca","ne",39.52596101,-91.14477804,9,11,2012,1,254,NA,NA,NA
"5125",5125,"L","LB121","sora",2,2,"ts11a","tsca","ne",39.52595799,-91.14476798,9,11,2012,1,254,NA,NA,NA
"5126",5126,"L","LB119","sora",0,2,"ts11a","tsca","ne",39.52558299,-91.14509102,9,11,2012,1,254,NA,NA,NA
"5127",5127,"M","MB049","sora",0,1,"ts11a","tsca","ne",39.52536397,-91.14473504,8,22,2012,1,234,NA,NA,NA
"5128",5128,"M","MB048","sora",1,1,"ts11a","tsca","ne",39.52507303,-91.14487996,8,22,2012,1,234,NA,NA,NA
"5129",5129,"L","LB124","sora",0,2,"ts11a","tsca","ne",39.52468897,-91.13623898,9,11,2012,1,254,NA,NA,NA
"5130",5130,"L","LB125","sora",0,2,"ts11a","tsca","ne",39.52461697,-91.13625096,9,11,2012,1,254,NA,NA,NA
"5131",5131,"L","LB126","sora",4,2,"ts11a","tsca","ne",39.52453198,-91.13622498,9,11,2012,1,254,NA,NA,NA
"5132",5132,"M","MB050","sora",2,1,"ts11a","tsca","ne",39.52344501,-91.14194303,8,22,2012,1,234,NA,NA,NA
"5133",5133,"J","JL198","sora",1.5,2,"ts4a","tsca","ne",39.54069103,-91.16037601,9,11,2012,1,254,NA,NA,NA
"5134",5134,"J","JL197","sora",2.5,2,"ts4a","tsca","ne",39.54060797,-91.16035304,9,11,2012,1,254,NA,NA,NA
"5135",5135,"J","JL199","sora",4.5,2,"ts4a","tsca","ne",39.54024402,-91.16081103,9,11,2012,1,254,NA,NA,NA
"5136",5136,"J","JL200","sora",4.5,2,"ts4a","tsca","ne",39.54024302,-91.16081002,9,11,2012,1,254,NA,NA,NA
"5137",5137,"J","JL211","sora",3,2,"ts4a","tsca","ne",39.54005199,-91.16118897,9,11,2012,1,254,NA,NA,NA
"5138",5138,"J","JL201","sora",0.5,2,"ts4a","tsca","ne",39.53996499,-91.16082301,9,11,2012,1,254,NA,NA,NA
"5139",5139,"J","JL210","sora",7,2,"ts4a","tsca","ne",39.53983197,-91.16121998,9,11,2012,1,254,NA,NA,NA
"5140",5140,"J","JL056","sora",0,1,"ts4a","tsca","ne",39.53982996,-91.16115603,8,22,2012,1,234,NA,NA,NA
"5141",5141,"J","JL204","sora",3,2,"ts4a","tsca","ne",39.53972904,-91.16079502,9,11,2012,1,254,NA,NA,NA
"5142",5142,"J","JL202","sora",3,2,"ts4a","tsca","ne",39.53968403,-91.16079804,9,11,2012,1,254,NA,NA,NA
"5143",5143,"J","JL203","sora",3,2,"ts4a","tsca","ne",39.53968403,-91.16079804,9,11,2012,1,254,NA,NA,NA
"5144",5144,"J","JL209","sora",3,2,"ts4a","tsca","ne",39.53964103,-91.16118897,9,11,2012,1,254,NA,NA,NA
"5145",5145,"J","JL196","sora",1,2,"ts4a","tsca","ne",39.53950298,-91.16036704,9,11,2012,1,254,NA,NA,NA
"5146",5146,"J","JL213","sora",2.5,2,"ts4a","tsca","ne",39.53926804,-91.16196102,9,11,2012,1,254,NA,NA,NA
"5147",5147,"J","JL212","sora",2,2,"ts4a","tsca","ne",39.53901901,-91.16162701,9,11,2012,1,254,NA,NA,NA
"5148",5148,"J","JL207","sora",4,2,"ts4a","tsca","ne",39.53896704,-91.16084497,9,11,2012,1,254,NA,NA,NA
"5149",5149,"J","JL206","sora",2,2,"ts4a","tsca","ne",39.53896604,-91.16082997,9,11,2012,1,254,NA,NA,NA
"5150",5150,"J","JL208","sora",2,2,"ts4a","tsca","ne",39.53885598,-91.16118,9,11,2012,1,254,NA,NA,NA
"5151",5151,"J","JL195","sora",0.5,2,"ts4a","tsca","ne",39.53767899,-91.16085302,9,11,2012,1,254,NA,NA,NA
"5152",5152,"J","JL215","sora",1,2,"ts4a","tsca","ne",39.52508996,-91.14491399,9,11,2012,1,254,NA,NA,NA
"5153",5153,"J","JL214","sora",4.5,2,"ts4a","tsca","ne",39.52278804,-91.14205803,9,11,2012,1,254,NA,NA,NA
"5154",5154,"A","AF410V0","vira",NA,4,"swan lake","slnwr","nc",39.620702,-93.212971,10,26,2013,0,296,NA,NA,NA
"5155",5155,"hp","HP001","s",1,1,"rail","nvca","nw",40.09761703,-95.05322697,8,11,2015,1.1,223,"2015-08-12T01:44:05Z","N","e"
"5156",5156,"hp","HP002","s",1,1,"rail","nvca","nw",40.10239396,-95.05228601,8,11,2015,1.1,223,"2015-08-12T02:34:16Z","N","e"
"5157",5157,"hp","HP003","s",0,1,"rail","nvca","nw",40.09945904,-95.05260796,8,11,2015,1.1,223,"2015-08-12T02:41:32Z","N","e"
"5158",5158,"hp","HP004","s",1,1,"sanctuary","nvca","nw",40.09346296,-95.04466603,8,12,2015,1.2,224,"2015-08-13T02:15:13Z","N","l"
"5159",5159,"af","AF001","s",0,1,"rail","nvca","nw",40.09941998,-95.05224402,8,15,2015,2.1,227,"2015-08-16T02:00:44Z","N","e"
"5160",5160,"af","AF002","s",0,1,"rail","nvca","nw",40.09944596,-95.05210496,8,15,2015,2.1,227,"2015-08-16T02:01:23Z","N","e"
"5161",5161,"af","AF003","s",0,1,"rail","nvca","nw",40.09944303,-95.05209801,8,15,2015,2.1,227,"2015-08-16T02:01:36Z","N","e"
"5162",5162,"af","AF004","s",2,1,"rail","nvca","nw",40.099769,-95.05210999,8,15,2015,2.1,227,"2015-08-16T02:04:28Z","N","e"
"5163",5163,"af","AF005","s",0,1,"rail","nvca","nw",40.099711,-95.05286898,8,15,2015,2.1,227,"2015-08-16T02:06:02Z","N","e"
"5164",5164,"af","AF005","s",1,1,"rail","nvca","nw",40.10170396,-95.05181403,8,15,2015,2.1,227,"2015-08-16T02:23:12Z","N","e"
"5165",5165,"af","AF006","s",0,1,"rail","nvca","nw",40.10236404,-95.05233597,8,15,2015,2.1,227,"2015-08-16T02:30:02Z","N","e"
"5166",5166,"af","AF007","s",0,1,"rail","nvca","nw",40.10236999,-95.052327,8,15,2015,2.1,227,"2015-08-16T02:30:17Z","N","e"
"5167",5167,"af","AF008","s",1,1,"rail","nvca","nw",40.10239899,-95.05201997,8,15,2015,2.1,227,"2015-08-16T02:31:09Z","N","e"
"5168",5168,"af","AF009","s",3,1,"rail","nvca","nw",40.10241299,-95.05191201,8,15,2015,2.1,227,"2015-08-16T02:31:49Z","N","e"
"5169",5169,"af","AF011","s",0,1,"sanctuarynorth","nvca","nw",40.09389102,-95.04705797,8,15,2015,2.2,227,"2015-08-16T03:21:53Z","N","l"
"5170",5170,"af","AF010","s",2,1,"sanctuarysouth","nvca","nw",40.09330597,-95.04419999,8,15,2015,2.2,227,"2015-08-16T03:05:02Z","N","l"
"5171",5171,"hp","HP005","s",1,1,"rail","nvca","nw",40.09956004,-95.05276596,8,15,2015,2.2,227,"2015-08-16T02:51:26Z","N","e"
"5172",5172,"hp","HP006","s",1,1,"rail","nvca","nw",40.09956599,-95.05276596,8,15,2015,2.2,227,"2015-08-16T02:52:06Z","N","e"
"5173",5173,"hp","HP007","s",0,1,"rail","nvca","nw",40.10024501,-95.05206699,8,15,2015,2.2,227,"2015-08-16T02:56:57Z","N","e"
"5174",5174,"hp","HP008","s",1,1,"rail","nvca","nw",40.10022104,-95.05218702,8,15,2015,2.2,227,"2015-08-16T02:58:06Z","N","e"
"5175",5175,"hp","HP009","s",5,1,"rail","nvca","nw",40.10019204,-95.05230797,8,15,2015,2.2,227,"2015-08-16T03:00:46Z","N","e"
"5176",5176,"hp","HP010","s",0,1,"rail","nvca","nw",40.10039798,-95.05213598,8,15,2015,2.2,227,"2015-08-16T03:05:04Z","N","e"
"5177",5177,"hp","HP011","s",2,1,"rail","nvca","nw",40.101048,-95.05230504,8,15,2015,2.2,227,"2015-08-16T03:09:15Z","N","e"
"5178",5178,"hp","HP012","s",3,1,"rail","nvca","nw",40.103105,-95.05265297,8,15,2015,2.2,227,"2015-08-16T03:22:06Z","N","e"
"5179",5179,"af","AF012","s",0,1,"sgd","scnwr","nw",40.08058199,-95.26183804,8,17,2015,3.1,229,"2015-08-18T03:00:13Z","N","e"
"5180",5180,"af","AF013","s",0,1,"sgd","scnwr","nw",40.08082498,-95.261515,8,17,2015,3.1,229,"2015-08-18T03:01:30Z","N","e"
"5181",5181,"af","AF014","s",0,1,"sgd","scnwr","nw",40.08087996,-95.26142397,8,17,2015,3.1,229,"2015-08-18T03:02:03Z","N","e"
"5182",5182,"af","AF017","s",0,1,"m10","slnwr","nc",39.59224502,-93.18986099,8,19,2015,1.2,231,"2015-08-20T04:08:56Z","N","l"
"5183",5183,"af","AF015","s",0,1,"m13","slnwr","nc",39.58608801,-93.19384198,8,19,2015,1.1,231,"2015-08-20T02:03:56Z","N","e"
"5184",5184,"af","AF016","s",0,1,"m13","slnwr","nc",39.58565399,-93.19509298,8,19,2015,1.1,231,"2015-08-20T02:18:08Z","N","e"
"5185",5185,"hp","HP015","s",5,1,"m10","slnwr","nc",39.59289101,-93.19068703,8,19,2015,1.1,231,"2015-08-20T02:16:00Z","N","l"
"5186",5186,"hp","HP017","s",2,1,"m11","slnwr","nc",39.58793504,-93.19231496,8,19,2015,1.1,231,"2015-08-20T03:25:04Z","N","c"
"5187",5187,"af","AF018","s",4,1,"pool2","fgca","nc",39.70410696,-93.30890296,8,20,2015,1.1,232,"2015-08-21T01:49:53Z","N","3"
"5188",5188,"af","AF019","s",0,1,"pool2","fgca","nc",39.70345996,-93.30949204,8,20,2015,1.1,232,"2015-08-21T01:58:05Z","N","3"
"5189",5189,"af","AF020","s",0,1,"pool2","fgca","nc",39.70345996,-93.30948902,8,20,2015,1.1,232,"2015-08-21T01:58:17Z","N","3"
"5190",5190,"hp","HP018","s",1,1,"pool2w","fgca","nc",39.69340101,-93.31665203,8,20,2015,1.1,232,"2015-08-21T02:28:49Z","N","l"
"5191",5191,"hp","HP019","s",1,1,"pool2w","fgca","nc",39.69340696,-93.31666997,8,20,2015,1.1,232,"2015-08-21T02:29:31Z","N","l"
"5192",5192,"hp","HP020","s",3,1,"pool2w","fgca","nc",39.69294,-93.31776598,8,20,2015,1.1,232,"2015-08-21T02:34:03Z","N","l"
"5193",5193,"af","AF021","s",2,1,"pool2","fgca","nc",39.70325796,-93.30752498,8,21,2015,3.1,233,"2015-08-22T01:44:43Z","N","e"
"5194",5194,"af","AF022","s",1,1,"pool2","fgca","nc",39.70273501,-93.30920303,8,21,2015,3.1,233,"2015-08-22T02:10:46Z","N","e"
"5195",5195,"af","AF023","s",2,1,"pool2","fgca","nc",39.69789396,-93.32830698,8,21,2015,3.1,233,"2015-08-22T02:33:03Z","N","e"
"5196",5196,"af","AF024","s",0,1,"pool2w","fgca","nc",39.69391398,-93.30966596,8,21,2015,3.2,233,"2015-08-22T03:08:32Z","N","l"
"5197",5197,"af","AF025","s",0,1,"pool2w","fgca","nc",39.69257799,-93.31242604,8,21,2015,3.2,233,"2015-08-22T03:28:04Z","N","l"
